plats	`laatside
see	sie
amet	amõt
jälle	`jälle
üks	ühe
oma	oma
pere	pere
liige	`liikmele
siis	siis
ede+kohe	ede+gohõ
võõras	`võerad
tahtma+ki	tahagi
sihuke	`siokkõst
e	e
raske	`raskõd
asi	`as'ja
oma	oma
peale	`piäle
võtma	`võtta
ja	ja
praegu	`praõgu
vist	vist
juba	juba
kolmas	kolmas
põlv	põli
juba	juba
hoidma	oeda
see	sedä
raha	raha
nüüd	nüüd
praegu	`praõgu
alles	allõs
veel	viel
rääkima	`riäkväd
inimene	inimesed
ikka	`ikka
käima	käüwässe
ka	kua
veel	viel
see	sedä
lammas	`lambu
niitma	`niitmäs
sedasi	sedäsi
salaja	salaea
kas	kas
e	e
sihuke	`sioksõõ
vigur	viguri
tegema	tied
oma	omalõ
et	t
mitte	`mitte
keegi	`kiegi
tema	tedä
ei	i
saama	sua
käsi	käde
aga	egä
inimene	inimese
moodi	`muõdi
tema	ta
olema	polõ
mitte	mtte
sihuke	`siokkõõ
nagu	nagu
hani	anõ
moodi	`muõdi
ja	ja
siis	siis
e	e
kui	kui
juhtuma	`juhtub
et	et
see	sie
pere+rahvas	pere+rahvas
peale	`piäle
minema	lähäb
siis	siis
minema	lähäb
sihuke	`siokkõst
imelik	imelikku
moodi	`muõdi
sihuke	siost
kole	kolõdad
moodi	`muõdi
jah	jahh
kui	kui
mõni	mõnõd
kuulma	`kuulvad
kui	ku
uks	uksõst
käima	käib
või	või
see	sedä
mina	mia
olema	olõ
küll	küll
kuulma	kuuln
üks+kord	ühe+gorra
Umba	`Umba
vana	vana
Pent	Pent
minema	läin
sinna	`sjõnna
talve	`talvõ
Sanga	Sangalõ
ning	ning
Sanga	Sanga
vana	vana
e	e
mis	mis
tema	ta
olema	oli
Sanga	Sanga
vana	vana
Ann	Ann
jah	jahh
see	sie
surema	surn
nüüd	nüüd
see	sie
olema	oli
siis	siis
kesk+paik	kes+paõga
põrand	parandal
olema	oln
öösel	`üöse
särk	särgi
väel	vääl
istuma	jõstn
e	e
säng	sän'g
olema	oln
kummuli	kummuli
pöörama	`püerttüd
tekk	tekkid
kott	kot'tid
välja	`vällä
võtma	`võettud
ning	ning
seal	siäl
siis	siss
see	selle
säng	sängü
raam	`ruämõ
vahel	vahõl
istuma	jõstn
põrand	põrandal
põrand	parandal
maas	muas
ning	ning
siis	siis
see	sie
e	e
lammas	lammas
olema	oln
põlv	põlvõttõ
vahel	vahõl
niitma	niitn
see	sedä
siis	siis
suur	surõ
kunst	kun'tsi
mood	`muega
see	sedä
oma	oma
lammas	lammast
ja	ja
siis	sis
Pent	Pent
kohkuma	`kohkun
sedasi	sedäsi
ära	ää
et	et
mitte	`mitte
sõna	sõna
olema	põlõ
saama	suan
lausa	`lausa
jooksma	juõsn
jõrm	jõrmu
valu	valuga
välja	`vällä
kui	kui
siis	sis
suur	suurõ
jooks	juõsuga
panema	pann
Umba	`Umbalõ
koju	koo
see	sie
ikka	`ikka
jah	jahh
õige	`õigõ
jutt	jutt
küll	küll
küll	küll
see	se
terve	`terve
vald	vald
kuulma	`kuulis
endine	`endisel
aeg	aal
olema	oli
kus	kuss
e	e
paak	puagi
või	või
sinna	`sjõnna
noh	nohh
paak	puagi
peal	piäl
elama	eläb
see	sie
Peetri	`Pietri
Jüri	Juri
või	või
see	sie
olema	oli
minema	läin
ning	ning
e	e
Lülle	`Lülle
mägi	määl
rabaja	rabajad
Lülle	Lülle
mägi	määl
jah	jahh
jaa	jaa
rabaja	rabajad
no	no
mis	mis
sina	sa
olema	olõd
kuulma	kuuln
mina	ma
olema	olõ
ka	ka
kuulma	kuuln
see	sedä
e	e
rabaja	rabajad
rabama	raban
seal	siäl
ja	ja
siis	siss
e	e
tema	tää
küsima	küsün
et	ett
e	e
viskama	visakka
mina	`miolõ
ka	kua
eks	eks
siis	siis
e	e
viskama	visattud
e	e
punane	punasi
süsi	süsi
või	või
sedasi	sedäsi
aga	aga
siis	siis
hommik	umikku
olema	oln
kõik	kõik
see	sie
raha	raha
kõik	kõik
olema	ond
see	sie
maa	maa
raha	raha
täis	täis
mina	maa
olema	olõ
see	sedä
teist+moodi	teist+modi
kuulma	kuuln
see	sie
olema	oli
sedasi	sedäsi
et	ett
Peetri	`Pietri
Jüri	Juri
tulema	tuli
öösel	`üöse
Pitkana	Pitkänält
hobune	obosõga
Lina+küla	Ljõna+gülä
koju	koo
Lülle	`Lülle
mägi	mäält
läbi	läbi
ja	ja
nägema	nägi
seal	siäl
mägi	määl
e	e
e	e
särk	särgi
väel	vääl
tanu	tanudõga
naine	naõsõd
olema	olid
rabama	rabasid
e	e
vili	`vil'ja
rukis	rugi
vihk	`vihka
ning	ning
siis	siis
e	e
e	e
tema	tämä
kohkuma	`kohkos
see	sellest
ära	ää
see	sedä
et	ett
e	e
tulema	tuli
koju	koo
õu	`õuwõ
valge	`valgõ
nagu	nagu
juurikas	juurikkas
olema	oli
kui	ku
tuba	tuba
tulema	tuli
teine	teesed
küsima	küsüsid
mis	miss
sina	sull
olema	oli
tee	tie
peal	päl
siis	sis
rääkima	`riäkkis
et	et
sihuke	`siokkõst
asi	`as'ja
nägema	nägi
ning	ning
teine	teese
talv	`talvõ
minema	läks
e	e
Peetri	`Pietri
Jüri	Juri
see+sama	sie+sama
mees	mies
minema	läks
mais+maa	maõsõ+malõ
hein	einu
tooma	`tuõma
või	või
puu	puid
mis	mis
tema	ta
minema	läks
tooma	`tuõma
tulema	tuli
üle	üle
meri	mere
Silma+vahe	Silmä+vahõl
õhtul	õhtaa
tulema	tuli
torm	torm
peale	`piäle
lõhkuma	`lõhkus
meri	mere
ära	ää
ning	ning
viima	viis
mees	mehe
tükkis	`tükküs
hobune	obosõga
regi	`reegä
ja	ja
kõik	`kõikkõga
jääma	jäi
kaduma	kaduma
viima	viis
ära	ää
saama	sai
hukka	`ukka
sedasi	sedäsi
see	sie
olema	oli
see	sie
aga	a
see	see
raha	raha
jutt	jutt
see	sie
pidama	piäks
üks	öhe
raha+auk	raha+aogu
jutt	jutt
mitte	mtte
kas	kas
mitte	`mitte
Kassi+kivi	Kas'si+givi
juures	juurõs
noh	nohh
Pärdi	Pärdü
Pärdi	Pärdü
inimene	inimesed
üks	üks
e	e
ilus	jõlus
pakk	pakk
tulema	tuln
sinna	`sinna
Vana+kiriku	Vana+girikkulõ
või	või
seal	siäl
Saaru	Suaru
pool	pul
kus	kuss
nüüd	nüd
sadam	sadamad
tegema	tehässe
sinna	`sinna
tulema	tuln
vesi+aju	vesi+aolõ
ning	ninn
nemad	nämäd
e	e
tooma	tuõn
see	selle
pakk	pakku
koju	koo
ning	nin
mõtlema	`mõtlõn
et	et
saama	suab
see	sest
e	e
riie	`riide
noh	nohh
ennem	ennemä
meie	me
kolkima	`kol'ksime
ikka	`ikka
riie	`riidi
särk	`sär'kka
või	või
sedasi	sedäsi
pesu	pesu
e	e
kolkima	`kol'ksime
siis	siis
et	et
nemad	nääd
tooma	tõid
kolgi+pakk	kol'gi+pakkuks
ning	nin
mõtlema	`mõtlõ
see	sie
pakk	pakk
hakkama	`akkan
kiunuma	`kjõunma
kodu	kodo
õu	`õuwõs
ikka	`ikka
hakkama	`akkan
kiunuma	`kjõunma
aga	aga
mina	mia
ei	i
teadma	tää
kuidas	kudas
tema	ta
siis	ss
sinna	`sinna
kippuma	`kjõpma
hakkama	`akkas
Lina+küla	Ljõna+gülä
minema	läks
no+ja	noja
siis	siis
muutma	muutn
oma	oma
pärast	päräst
inimene	inimeseks
ju	ju
aha	aha
ning	ning
minema	läün
küla	külä
vahelt	vahõlt
läbi	läbi
ning	ning
käima	käün
pere	peredes
sisse	`sisse
iga	egäl
pool	puõl
jah	jahh
ning	ning
Pärdi	Pärdü
pere	pere
jääma	jään
üksi	üksi
elu	`ellõ
või	või
jah	jahh
selle+pärast	selle+bäräst
et	ett
e	e
tema	tämä
see	selle
pakk	pakku
tooma	tõi
vesi+aju	vesi+aolt
ära	ää
peale	`piäle
see	selle
hakkama	`akkasid
inimene	inimesed
katk	`katku
ka	kua
surema	surõma
jah	jaahh
peale	`piäle
see	selle
kui	ku
tema	ta
Kihnu	Kihnu
vald	valla
käima	käüs
läbi	läbi
vaatama	vatta
mihuke	`miokke
juhus	juhus
olema	oli
aga	aga
siis	siis
siis	siis
olema	oli
Pärdi	Pärdü
õu	`õuwõ
taha+kohe	taha+gohõ
jälle	`jälle
tulema	tuln
e	e
jälle	`jälle
pakk	pakkuks
muutma	muutn
oma	oma
jah	jahh
ja	ja
mis	miss
siis	siis
tegema	`tehti
mina	mia
ei	i
mäletama	mälettä
siis	siis
e	e
mässima	mäs'sitti
vana	vanadõ
kalts	`kaltsõga
niuke	niuksõks
e	e
nagu	nagu
rääkima	räägittässe
katk	katku
hakatus	akkattustõga
hõhh	hõhh
see	see
pakk	pakk
mässima	mäs'sitti
sisse	`sisse
ning	ning
panema	`pan'di
paat	`puatti
ning	ning
saatma	suadõtti
paat	puadiga
vesi+aole	vesi+`aolõ
minema	läks
minema	minemä
teine	teesed
inimene	inimesed
surema	surid
kõik	kõik
ära	ää
Pärdi	Pärdül
üksi	üksi
jääma	jäid
elama	elämä
vaatama	`vatta
mihuke	`miokkõ
asi	asi
tulema	tulõb
üles	üles
see	selle
asi	as'jast
jah	jahh
Kihnu	Kihnu
maa	maa
olema	onn
na	naa
tühi	tühi
et	ett
mitte	`mitte
üks	`ühte
inimene	inimest
olema	põlõ
siin	sii
olema	oln
siis	siis
tooma	`tuõdud
rahvas	rahvast
siia	`siija
peale	`piäle
elama	elämä
mitme+sugune	`mjõtmõ+sugusõ
rahvus	`rahvusõst
või	või
sedasi	sedäsi
Nurme	`Nurmõ
vana	vana
Tiiu	Tiiju
ütlema	`ütles
et	ett
e	e
nemad	nämäd
olema	oln
ala	Ala
selts	selts
või	või
mina	mia
ka	kua
sealt	siält
sort	sordist
nagu	nao
veel	viel
et	et
need	nied
olema	`olnõ
sakslane	`sakslasõ
sort	`sortti
Saksa	saksa
sort	sordist
aga	aga
siis	siis
olema	oli
mitu	`mjõtmõ
sort	sordi
rahvas	rahvast
peale	`piäle
tooma	`tuõdud
ning	ning
kõige	kõgõ
viimaks	viimes
vaatama	vatta
mihuke	`miukke
keel	kiel
Kihnu	`Kihnus
olema	ond
ennem	ennemä
olema	oli
veel	viel
hullem	ullõm
jah	jahh
mina	mia
mõtlema	`mõtlõsi
et	ett
e	e
ei	ei
nüüd	nüd
ju	ju
teie	`teittel
vist	vist
ikka	`ikka
jooksma	juõsõb
või	või
see	sedä
maksma	maksa
siis	siis
pidama	pidädä
mitte	mtte
ennem	ennemä
olema	oli
veel	viel
veel	viel
hullem	ullõm
kui	kui
meie	mee
praegu	`praõgu
rääkima+ki	riägimegi
e	e
no	no
mõni	mõnõd
sihuke	`sioksõd
oma	oma
sõna	sõnad
olema	olid
jah	jah
oma	omad
sõna	sõnad
ee	ee
saama	suass
võõras	`võerad
inimene	inimesed
saama	suass
sugugi	sugugi
aru	aru
mis	miss
e	e
mis	miss
jutt	jutt
see	sie
olema	ond
või	või
mis	miss
keel	kiel
see	sie
olema	ond
sina	sull
mõni	mõni
meel	`mieles
ka	kua
sihuke	`siokkõ
vana	vana
sõna	sõna
veel	viel
või	võ
ei	ei
olema	põlõ
Talli	Tal'li
vana	vana
Mari	Mari
rääkima	`riäkkis
ikka	`ikka
sihuke	siogõst
varem	varrõ
ning	ning
sihuke	`sioksi
sõna	sõnu
mis	mis
see	se
varre	varrõ
tähendama	tähendäs
siis	siis
ei	ei
teadma	tiä
kas	kas
tema	ta
siis	ss
see	sedä
tähendama	tähendäs
et	ett
varsti	`varssi
või	või
mina	miaa
ei	i
teadma	tiä
mis	mis
tema	tä
tähendama	tähendäs
aga	a
see	sie
vana	vana
rääkima	`riäkkis
ikka	`ikka
sihuke	siokkõst
imelik	imelikku
keel	kielt
ennem	ennemä
vist	vist
tähendama	tähendäs
see	se
või	või
ennem	ennemä
varem	varõm
ennem	ennem
varem	varõm
võima	võib
olema	`olla
jah	jahh
ennem	ennemä
üün	üüni
ka	kua
olema	olõd
kuulma	kuuln
või	võ
meie	mee
ei	i
mina	mia
ei	i
mäletama	mälettä
see	sedä
sõna	sõna
siia	tääs
sinna	`tännä
ning	ning
jah	jahh
sihuke	`sioksi
sõna	sõnu
olema	oli
küll	küll
siia	`siija
sinna	`sjõnna
siia	tääs
sinna	`tännä
saun	`saunõs
üks	ühes
saun	`saunas
jah	jah
jah	jaahh
Koksi	Koksi
seal	seal
Jaan	Juani
saun	`saunõs
kõik	kõik
käima	käösime
seal	siäl
no	no
kuidas	kudas
teie	te
kütma	`kütsitte
saun	`sauna
siis	sis
kordamisi	`kordamisi
iga+üks	egä+üks
kütma	`kütsimee
nagu	nao
kuidas	kudass
keegi	kellegi
kord	kord
tulema	tuli
sedasi	sedäsi
kütma	`küt'sime
a	a
siis	siss
saama	saõmõ
odavamalt	odavamalt
läbi	läbi
puu	puudõga
kas	kas
siis	sis
oma	omal
olema+ki	olõski
kõik	`kõikkõl
saun	`sauna
või	või
olema	oli
oma	omal
ka	kua
ikka	`ikka
ei	eij
olema	olõss
rohkem	`rohkõm
ühti	`ühti
aga	agaa
mõni	mõnõd
ise	ise
tahtma	tahass
Saare	Saarõ
Mann	Man'n
ja	ja
need	nied
tahtma	tahass
kütma	`küttä
mitte	mtte
selle+pärast	selle+bäräst
et	ett
sealt	siält
saama	sai
odavamalt	odavamalt
siis	siss
saama	suab
puu	puudõga
minema	läks
odavamalt	odavamalt
läbi	läbi
puu	puud
jah	jahh
kallis	`kal'lid
ning	ning
vähe	vähä
puu	puit
küll	küll
siin	sii
vähe	vähä
kui	kui
tihti	`tihti
saun	`sauna
kütma	`küetti
siis	siis
kaks	kahõ
nädal	nädäli
pärast	päräst
aga	a
kui	kui
suur	suurõd
püha	pühäd
tulema	tulõvad
mis	mis
siis	siis
tegema	tehässe
olema	olga
küll	küll
nädal	nädäl
ka	kua
aga	aga
siis	siis
kütma	`küettässe
ikka	`ikka
kui	kui
püha	pühäde
lau+päev	`lauppa
ka	ka
tulema	tulõb
mihuke	`mioksõd
need	nied
püha	pühäde
lau+päev	`lauppad
olema	onn
kui	kui
ikka	`ikka
kütma	`küettässe
mis	miss
enne	`enne
olema	olid
või	või
jah	jahh
mina	minä
ei	i
teadma	tiä
kus	kuss
koht	kohast
mina	ma
peale	`piäle
hakkama	`akka
no	no
hakkama	`akkamõ
jõul	`jõulõst
peale	`piäle
olema	polõ
keegi	kedägi
jõulud	jõulud
mis	mis
siis	siis
tulema	tuli
jõulud	jõulu
lau+päev	`lauppa
jah	jah
jõulud	jõulu
lau+päev	`lauppa
siis	siis
tulema	tuli
näärid	`niäri
lau+päev	`lauppa
kolm	kolmõ
kuningas	kuninga
lau+päev	`lauppa
need	nied
kõik	kõik
kütma	`küetti
aga	a
siis	siis
veel	viel
siis	siis
e	e
tali+pühad	tali+bühäde
lau+päev	`lauppa
kütma	`küettässe
ka	kua
vist	vist
või	või
tali+pühad	tali+bühädess
kütma	`küettässe
ikka	`ikka
liha+võtted	liha`võttõd
liha+võtted	liha+`võttõ
need	ned
olema	on
kallis	`kal'lid
püha	pühäd
olema	olid
ennem	ennemä
aga	aga
suvi	sui
ka	kaa
mõni	mõni
sihuke	siokkõ
püha	pühä
või	võe
suve+püha	sui+bühäd
tulema	tulat
siis	siis
tali+pühad	tali+bühäde
järgi	`järge
siis	siis
kütma	`küettässe
jälle	`jälle
või	või
ikka	`ikka
aga	aga
seal	siäl
vahe+peal	vahõ+biäl
ju	ju
kütma	`küettässe
ikka	`ikka
ka	kua
ei	ei
noh	nohh
sedasi	sedäsi
jah	jahh
aga	aga
jah	jahh
iga	egä
kaks	kahõ
nädal	nädäli
tagant	tagant
kütma	`küettässe
peale	`piäle
see	selle
aga	aga
need	nende
püha	pühäde
lau+päev	`lauppa
ikka	`ikka
kui	kui
küll	küll
jaah	jaah
olema	olga
nädal	nädäl
või	või
pool+ki	`puõlgi
vahe	vahõt
ikka	`ikka
kütma	`küettässe
jah	jahh
ikka	ikka
siis	sis
jaani+lau+päev	juani+`lauppa
ka	kua
veel	viel
jaani+lau+päev	juani+`lauppa
kütma	`küettässe
jälle	`jälle
riste+lau+päev	`riste+`lauppa
olema	oli
jälle	`jälle
üks	üks
kallis	kal'lis
püha	pühä
riste+lau+päev	`riste+`lauppa
kütma	`küetti
ikka	`ikka
ka	kua
mis	mis
siis	sis
saun	`saunas
veel	viel
tegema	tehässe
peale	`piäle
see	selle
pesema	`pestässe
ning	ning
vihtlema	viheldässe
ei	ei
noh	nohh
siis	siis
jah	jahh
kui	ku
saun	saun
olema	ond
aga	aga
aga	aga
e	e
mis	miss
asi	`as'ja
veel	viel
saun	`saunas
tegema	tehässe
peale	`piäle
see	selle
pesemine	pesemise
ning	ning
vihtlemine	`vihtlemise
mis+jaoks	miss+jaoks
see	se
saun	saun
veel	viel
olema	on
kui	kui
ennem	ennemä
laps	`lapsõd
sündima	`sündüsid
siis	siis
laps	`lapsi
laps	`lapsi
tooma	`tuõdi
seal	siäl
saun	`saunes
see	se
olema	oli
siis	siis
haige+maja	`aigõ+maea
jah	jahh
ei	eij
olema	olõss
nagu	nagu
nagu	nagu
nüüd	nüd
haige+maja	`aigõ+maea
jah	jaahh
see	sie
ikka	`ikka
saun	saun
olema	oli
aga	aga
teadma	tiä
mis+pärast	miss+päräst
hoone	uõnõttõs
mitte	mtte
sünnitama	sünnüttädäss
laps	last
ikka	`ikka
saun	`saunõs
kui	kui
naine	naõnõ
haige	`aigõs
jääma	jäi
naine	naõnõ
haige	`aigõs
jääma	jäi
siis	siis
kütma	`küetti
saun	saun
e	e
soe	sooeas
ning	ning
siis	siss
seal	siäl
sünnitama	sünnüttetti
ning	nin
vana	vana
e	e
vana+eit	vana+eit
aga	aga
enamasti	enämäst
olema	oli
ikka	`ikka
üks	üks
sihuke	`siokkõ
ka	kua
mis	miss
rohkem	`rohkõm
nagu	nao
laps	`lapsi
vastu	`vasta
võtma	`võt'tis
kõik	kõik
mitte	mtte
osa	osa
need	neid
võtma	`võtta
see	sie
tulema	tuli
siis	siis
abi	abi
sinna	`sjõnna
juurde	`juurõ
jah	jahh
jah	jahh
no	no
see	sie
sünnitaja	sünnüttäjä
kus	kuss
kus	kuss
see	sie
olema	oli
siis	siis
see	sie
olema	oli
saun	`saunõs
õlg	õlõt
tooma	`tuõdi
maha	maha
ning	ninn
õlg	`õlgõ
peal	piäl
jaa	jaa
kui	kui
laps	laps
e	e
sündima	`sündün
olema	oli
siis	siis
otse	otsõ
see	selle
järgi	`järgi
tooma	`tuõdi
tuba	tuba
või	vä
jah	jahh
või	või
olema	oli
saun	`saunas
kauem	kauwõmini
ei	eij
olema	olõss
tooma	`tuõdi
tuba	tuba
aga	a
no	no
ise	ise
saama	sua
tulema	`tuldud
siis	siis
mitte	mtte
aga	aga
siis	sis
kandma	`kan'tti
tuba	tuba
või	võe
ise	ise
tulema	tuli
mina	mia
mina	mul
olema	oli
kaks	kaks
laps	last
saun	`saunõs
aga	aga
mina	mia
küll	küll
tulema	tuli
ise	ise
no	no
mõni	mõnõd
vist	vist
jääma	jääväd
ikka	`ikka
raskemini	`raskõmini
haige	`aigõs
need	nied
siis	siis
pidama	piäb
ju	ju
tooma	`tuõma
ikka	`ikka
kandma	`kanma
või	võe
mina	mia
e	e
mina	mia
olema	oli
peale	`piäle
see	selle
päris	päris
e	e
küll	küll
kõige	kõege
raskem	`raskõm
olema	oli
veel	viel
kaks	kahõ
nädal	nädäli
pärast	päräst
e	e
minema	läksi
saun	`sauna
ning	ning
e	e
na	naa
suur	suur
külma+valu	külmä+valu
tulema	tulii
et	ett
e	e
ning	ninn
mitte	`mitte
keegi	kedäd
rohi	`rohto
ega	egä
mitte	`mitte
keegi	kedäd
olema	olõss
ennem	ennemä
ning	ning
sadama	sadi
seliti	selitte
saun	`sauna
maha	maha
ning	nin
siis	siis
hakkama	akkatti
et	ett
külma+valu	külmä+valu
noh	nohh
aga	aga
vaatama	`vatta
na	naa
suur	suur
palavik	palavik
olema	oli
siis	sis
hakkama	akkatti
külm	`külmä
vesi	vett
keris	keresele
ajama	aama
sedasi	sedäsi
et	ett
e	e
kivi	kivid
paukuma	`pauksid
ning	ning
kuum	kuumass
tegema	`tehti
see	sie
saun	saun
ning	ning
ilm+ki	`jõlmaski
mina	miol
ei	ei
hakkama	`akka
soe	sue
ning	ning
siis	siis
teine	teesed
ütlema	`ütlesid
et	ett
jääma	jääd
inimene	inime
elama	elämä
sinna	`sjõnna
veel	viel
vaatama	vatta
mis	miss
rumal	rumalad
inimene	inimesed
võima	võisid
ennem	ennemä
tegema	tehä
ning	ning
siis	siis
olema	oli
üks	üks
kirik	kirikku
härra	ärrä
olema	oli
siin	sii
see	sellel
olema	olid
rohi	rohod
see	selle
Tupkovskil	Tup`kovskil
a	a
see	selle
käsi	kääst
siis	siss
e	e
tooma	`tuõdi
rohi	`rohta
ka	kua
ning	ning
see	sie
ütlema	`ütles
ka	kua
et	ett
e	e
inimene	inimesed
tahtma	`tahtõ
ilmsi	`ilmsi
inimene	inimesi
ära	ää
tapma	`tappa
seal	siäl
sees	siss
jah	jahh
saun	saonaga
olema	oli
küll	küll
sihuke	`seokkõ
kas	kas
mõni	`mõnda
muu	muud
haigus	`aigust
arstima	arstitti
ka	kua
veel	viel
saun	`saunas
või	või
ei	ei
arstima	arstittass
mina	mia
teadma	tiä
mitte	mtte
aga	a
kui	kui
sihuke	`siokkõ
selg	selg
haige	`aigõ
olema	ond
või	või
mõni	`mõnda
sihuke	`siokkõst
asi	`as'ja
mis	miss
asi	`as'ja
rohi	`rohto
määrima	miäritti
veel	vel
peale	`piäle
kui	ku
linn	ljõnnast
tooma	`tuõdi
saun	saona
lava	lavaal
või	või
ei	ei
palav	palavas
saun	`saunõs
siis	s
käima	käüb
saun	`saunõs
e	e
läbi	läbi
kupp	`kuppu
ah	ah
ootama	`uõtta
kupp	`kuppu
laskma	`las'ti
jah	jahh
küll	küll
ennem	`ennemä
laskma	`las'ti
kupp	`kuppu
küll	küll
see	sie
elama	eläb
praegu	`praõgu
alles	`allõs
Rüssä	Rüssä
Mari	Mari
see	sie
laskma	`las'kis
aga	aga
nüüd	nüüt
tema	tä
enam	enäm
ei	ei
laskma	lasõ
nüüd	nüüt
tema	tä
olema	on
nõnda	nda
vana	vanaa
juba	juba
a	a
kupp	kuppu
laskmine	`lasmine
ikka	`ikka
tegema	tieb
e	e
selg	sel'jä
hea	paramas
küll	küll
kiskuma	kjõsub
see	sedä
hull	`ullu
mäda	mädä
veri	verd
välja	`vällä
sant	`san'tti
veri	verd
kas	kas
enne	`enne
kupu+laskmine	kuppu+`laskmist
saun	`sauna
kütma	`küettässe
ka	kua
või	võe
saun	saun
kütma	`küettässe
ikka	`ikka
soe	suoeas
muidu	muõdu
võima	või
seal	siäl
sees	siss
olema	`olla
mitte	mtte
külm	`külmäs
saun	`saunõs
saama	sua
olema	`olla
mitte	mtte
aga	a
mis	miss
e	e
pisike	pisikste
laps	lastõga
tegema	`tehti
saun	`saunas
ahahh	ahahh
need	nendele
panema	`pan'di
sihuke	`siokkõst
nisu	njõsu
jahu	jahust
tegema	`tehti
tainas	taõnas
valmis	`val'mis
ning	ning
siis	siis
e	e
määrima	miäritti
laps	laps
see	selle
tainas	`tainaga
tervena	`terven
kokku	kogo
ning	ning
panema	`pan'di
riie	riije
üle	üle
nagu	nao
sihuke	`siokkõ
noo	noo
need	nende
meie	mee
hüüdma	`üütsime
korikas	korikkad
mina	mia
nüüd	nüt
teadma	tiä
mis	mis
asi	as'jad
need	nieed
olema	onn
mähe	`mähkmed
või	või
mis	miss
asi	as'jad
teie	tee
hüüdma	üijätte
korikas	korikkas
üle	üle
ja	ja
siis	siis
hakkama	akkatti
e	e
palav	palavas
vihtlema	`vihtlemä
aga	aga
tulema	tulid
küll	küll
palju	paõlu
välja	`vällä
sihuke	`sioksõd
must	mustad
puru	purut
tulema	tulid
välja	`vällä
nii	ni
laps	lapsõ
nahk	nahast
või	või
laps	lapsõ
nahk	nahast
ning	ninn
laps	laps
enam	enäm
laps	laps
enam	enäm
e	e-e
nagu	nao
nutma	nuttass
ega	egä
ülal	üläl
olema	olõss
ka	kua
enam	enäm
mitte	mtte
ning	nin
muidu	muõdu
jälle	`jälle
magama	magass
mitte	mtte
ikka	`ikka
pea	`piägä
sedasi	sedäsi
hõõruma	`õõrus
noh	nohh
olema	oli
ikka	`ikkaa
seal	sääl
mitu	`mjõtmõ
nädalane	nädäline
või	või
kuune	`kuunõ
ikka	kka
olema	oli
üsna	üsä
kõige	kõõgõ
vähe	vähämäle
ju	ju
saama	sua
tahtma+ki	tahõgi
tegema	tehä
siis	siis
ju	ju
lämbuma	`lämbüb
ära	ää
mina	mia
tegema	tegi
oma	oma
laps	lastõlõ
küll	küll
laps	laps
karjuma	`karjus
siis	siis
ka	ka
hull	`ullu
moodi	`muõdi
vist	vist
nutma	`nut'tis
jah	jahh
natuke	nattukkõ
aga	aga
egas	egäss
na	naa
palju	paõlut
laskma	lastass
karjuma	`karju
ka	kua
mitte	mtte
et	ett
tema	`tälle
liiga	`liiga
tegema	tegi
harjas	arjasõd
olema	olid
harjas	arjasi
võtma	`võetti
harjas	arjasi
vihtlema	viheldi
vihtlema	viheldi
harjas	arjasi
jah	jahh
jah	jahh
vihtlema	viheldi
harjas	arjasi
aga	aga
kas	kass
e	e
mõni	mõnõl
laps	lapsõl
olema	oli
sihuke	siokkõ
mõni	mõnõd
viga	viad
tulema	tulõvad
olema	olõd
kuulma	kuuln
või	või
hane+viga	anõ+viga
mõni	mõnõl
ning	ning
mõni	mõnõl
konn	konna
viga	viga
ning	ning
mis	miss
siis	siis
need	nendegä
tegema	tehässe
need	neid
e	e
need	neid
arstima	arstitti
mina	mio
laps	lastõl
ei	eij
olema	olõss
sihuke	`sioksi
viga	vigasi
aga	aga
need	neid
arstima	arstitti
jälle	`jälle
need	nende
noh	nohh
siis	ss
mõni	mõnõl
olema	oli
koera+viga	koera+viga
siis	siis
e	e
koer	koer
jälle	jälle
sinna	`sinna
vesi	`veesse
kus	kuss
laps	last
pesema	`pes'ti
e	e
panema	`pan'di
koer	koera
silm	silme
peale	piäle
vesi	vett
ning	ning
siis	siis
sinna	`sinna
vesi	`veesse
minema	läks
e	e
koer	koera
silm	`silme
pealt	piält
minema	läks
vesi	vesi
sinna	`sinna
laps	lapsõ
pesemine	pesemise
vesi	`veesse
ning	ning
et	et
siis	sis
laps	laps
minema	lääb
hea	paramass
koer	koer
noh	nohh
sedasi	sedäsi
käima	käüb
sedasi	sedäsi
pool+viltu	puõl+`vjõlttu
või	või
olema	onn
sedasi	sedäsi
või	vä
viltu	`vilttu
siis	siis
mitte	mttee
laps	laps
ju	ju
pisike	pisikke
siis	siis
kui	ku
arstima	arstittassõ
aga	aga
tema	tal
ka	kaa
silm	`silmest
või	või
sedasi	sedäsi
või	või
mõni	`mõnda
sihuke	`siokkõst
viga	viga
olema	oli
nagu	nao
koer	koera
moodi	`muõdi
silm	silmäd
või	vä
mm	mm
a	a
silm	silmäd
minema	`lähtväd
ju	ju
laps	lapsõl
parem	paramas
või	või
kasvama	kasvab
tema	ta
ise	ise
välja	`vällä
või	või
olema	ond
see	selle
arstimine	`ar'stmisest
või	või
kes	kess
teadma	tiäb
aga	aga
mis	mis
konna+viga	konna+viga
mõni	mõnõl
ütlema	`üöldi
konna+viga	konna+viga
ka	kua
olema	`olla
veel	vel
või	vä
konn	konn
panema	pannassõ
konn	konnal
või	või
laps	laps
sedasi	sedäsi
konn	konna
moodi	`muõdi
päris	päris
jalg	`jalgõga
lükkama	`lükkäb
sedasi	sedäsi
