kosjas	kosjas
nagu	nagu
see	see
e	e
elukas	elokkad
või	või
neoke	neokst
pisi	`pissed
must	mustad
ära	ää
kaduma	kadosid
ja	ja
ei	ei
jah	jahh
ei	ei
leib	`leiba
olema	oli
ikka	`ikke
saama	sai
kes+see	kis'si
kes+see	kis'si
tahtma	`tahtis
joo	joo
need	neid
olema	oli
küll	küll
kes	kes
must	mustemad
olema	olid
ja	ja
ei	ei
olema	ond
muidu	mud'u
toane	`tuane
vesi	vesi
olema	oli
mis	miss
nagu	nagu
et	et
üsna	üsna
kaevu+vesi	kau+`veega
ei	ei
panema	pand
ikka	ikke
soe	soem
vesi	väsi
olema	oli
kui	kui
kuum	kuuma
keema	keeva
vesi	`veega
tegema	`tehti
see	säda
hüüdma	`üüdi
siis	siss
nagu	nagu
et	et
keema	keeva
vesi	vee
leib	leib
ja	ja
see	see
jääma	jäi
teist+moodi	teist+`moodi
nagu	nagu
aga	aga
iga+päevane	iga+päebane
leib	leib
olema	oli
ikka	`ikke
nihuke	nehokke
et	et
muud+kui	mutku
panema	`pandi
leige	`leigema
vesi	`veega
hapnema	`apnema
ja	ja
kui	kui
hapu	appu
olema	oli
tegema	`tehti
ära	ära
see	se
jah	jahh
ahi	ahju
tuba	tua
ahi	ahjus
tegema	`tehti
ei	eij
olema	ond
e	e
neoke	`neokkest
plaat+uks	laat+ust
ühti+ki	`ühtigi
mitte	`mette
kivi	kibist
olema	oli
neoke	`neokke
s	s
suur	suur
uks	uks
olema	oli
jälle	jälle
panema	`pandi
ette	`ette
ja	ja
siis	siis
mina	muu
ema	emal
olema	olid
neoke	`neokke
kastma	`kastis
m	m
kalts	kaltsod
märg	märjasse
panema	pani
need	need
äär	ääred
kinni	`kinni
et	et
mitte	`mätte
õhk	`õhku
ei	ei
andma	and
aga	aga
leib	lebad
tulema	tulid
ilus	ilosad
välja	`välja
kui	kui
tema	ta
kui	kui
nagu	nagu
paras	paras
ahi	ahi
olema	oli
ja	ja
tema	ta
juba	juba
teadma	`tiadis
ära	ää
kuidas+moodi	kuda+`moodi
tegema	tegi
mina	minu
mina	minu
nägema	nähes
ja	ja
sedasi	sädasi
ja	jaa
mina	maa
ka	koa
siin	sii
tegema	tegin
ju	juu
aga	aga
ennem	ennem
kui	kui
kosnas	kosnas
saama	sai
tegema	tiha
no	no
siis	siiss
olema	oli
ju	ju
uks	uks
saama	sai
ette	`ette
panema	`pandud
kinni	`kinni
ja	ja
s	s
seda+moodi	seda+`moodi
suitsutama	suetsettatti
jah	jahh
ikka	`ikke
suitsutama	suetsettatti
see	seda
olema	oli
see	see
olema	oli
seda+moodi	seda+`moodi
no	no
mina	muul
e	e
meie	meil
olema	oli
kodus	kodu
lammas	`lambud
palju	paelu
lammas	`lamba
reis	reijed
olema	olid
soola	`soolale
panema	`pandi
soola	`soola
ja	ja
soolast	soolast
ära	ära
võtma	`võetti
panema	`pandi
jälle	`jälle
siis	siiss
seda+moodi	säda+`moodi
jälle	jälle
neoke	neokst
traat	raadidega
puu	puu
otsa	`otsa
traat	`raattidega
kui	kui
jälle	jälle
ahi	`ahju
kütma	`kütma
hakkama	akkatti
kui	kui
suits	suits
olema	oli
ema	ema
võtma	`võttis
puu	puudega
need	need
maha	maha
ja	ja
et	t
mitte	`mette
suits	`suitsu
ei	i
saama	saand
muidu	muidu
olema	olas
need	need
ju	ju
must	mustasse
minema	läind
kui	kui
ju	juu
suits	suits
minema	läind
olema	oli
siis	siis
panema	pani
ülesse	ülesse
jälle	jälle
seniks	sönis
kui	kui
ära	ää
kuivatama	kuibattad
seda+moodi	seda+`moodi
mjah	mjahh
jah	jahh
siga	sia
reis	reijed
aga	aga
seal	sial
e	e
mõis	`mõesa
aida+mees	aeda+mees
tooma	tõi
meie	`meile
suitsu	`suitsu
nagu	nagu
iga	iga
aasta	`aasta
kaks	kaks
siga	sia
sink	`sinkki
nagu	nagu
või	või
nagu	nagu
reis	reit
aga	aga
tema	tämal
olema	oli
riie	riije
e	e
õ	õ
ümber	`ümmere
õmblema	õmmeldud
jah	jahh
riie	riije
et	et
mitte	`mätte
moo	moo
must	mustasse
vaat	vaat
need	need
kes	kis
need	neid
suur	`suuri
sink	`sinkka
siis	ss
iga	iga
kord	`kordas
jõudma	`jõudis
tõstma	`tõsta
aga	aga
tema	täl
olema	oli
riie	riije
ümber	`ümmere
õmblema	õmmeldud
kui	kui
siis	siiss
nagu	nagu
see	see
suits	suetsu
aeg	aeg
juba	juba
ja	ja
tahm	tahm
ära	ää
viima	`viidi
võtma	`võttis
riie	`riide
ära	ää
nii	nii
ilus	ilus
puhas	puhas
liha	liha
ja	ja
ja	ja
suits	suetsu
mis	mess
jah	jahh
siga	sia
reis	reijed
jah	jahh
ilus	ilos
olema	oli
jah	jahh
vaatama	`vaatta
tema	tääl
olema	oli
riie	riije
suits	suits
sinna	`sõnna
peale	`piale
ei	ei
minema	läind
aga	aga
suitsu+maik	suitsu+maik
jääma	jäi
jaah	jaahh
ikka	ikke
päris	päris
suitsu+liha	suitsu+liha
jah	jahh
jah	jahh
ikka	ikke
rasv	`rasba
siis	s
mina	minule
mina	mina
see	seda
ei	ei
teadma	tia
mis+moodi	mess+`moodi
tema	ta
meie	meil
see	seda
rasv	`rasba
sedasi	sedasi
ära	ära
ei	i
sulatama	sulattud
panema	`pandi
soola	`soola
naa+sama	naa+samma
ja	ja
soolast	soolast
võtma	`võetti
ja	ja
et	t
ploomi+rasv	loomi+rasv
jah	jahh
e	e
see	sellega
siis	siiss
nagu	nagu
kaste	kastet
tegema	`tehti
või	või
see	see
kartul	`karttuld
või	või
ei	ei
raiuma	raijuttud
pekk	`pekki
tegema	`tehti
naa	naa
tükk	tükkisse
lõikama	lõegatti
ja	ja
panema	`pandi
soola	`soola
jah	jahh
ei	ei
no	no
vata	vatta
sool	sool
sulama	sulas
jälle	`jälle
ja	ja
kui	kui
sool	sool
ära	ära
ei	i
sulama	suland
siis	sis
keetma	keettis
vesi	vee
ära	ära
ja	ja
jahutama	jahottas
ära	ära
ja	ja
panema	pani
soola	`soola
sinna	`sinna
sisse	`sisse
ja	ja
siis	siss
kallama	`kallas
see	seda
peale	`piale
et	et
liha	lihal
ikka	`ikke
sool+vesi	`soolbas
üle	üle
olema	oli
vata	vatta
muidu	muedu
ju	juu
liha	liha
minema	läks
jälle	`jälle
ju	ju
kuiv	kuebasse
ja	ja
halb	albasse
olema	põlnd
mitte	`mette
sedasi	sedasi
tegema	tegi
mina	minu
ema	ema
ja	ja
tegema	tegin
mina	mina
siin	sii
ja	ja
tegema	tegad
nüüd	nüid
naa+sama	naa+samma
vaatama	vaatta
siis	s
sool	sool
ei	ei
sulama	sula
veel	veel
ära	ära
mitte	`mette
kui	kui
külm	kül'm
olema	oo
aga	aga
kui	kui
see	seda
vesi	vett
peale	`piale
aga	aga
see	se
vesi	vesi
jahutama	jahottatti
ära	ära
külm	kül'm
siis	siis
tulema	tuli
sool+vesi	`sool+besi
peale	`piale
jälle	`jälle
jah	jahh
veri	veri
veri	veri
saama	sai
ära	ära
leotama	`liuttud
jah	jahh
pea	piad
ja	ja
jälle	`jälle
need	need
ju	juu
olema	olid
nagu	nagu
verine	veritsemad
mis	miss
veri	verega
koht	koehad
olema	olid
need	need
panema	`pandi
ikka	`ekke
vesi	vee
sisse	`sisse
külm	kül'ma
vesi	vee
sisse	`sisse
ja	ja
ligunema	ligus
ära	ära
ja	ja
pigistama	pigistatti
ära	ää
jah	jahh
jah	jahh
olema	oli
puhas	puhas
jah	jahh
jah	jahh
neoke	`neoksed
neoke	`neoksed
nõu	nõud
olema	olid
suur	suured
nõu	nõud
olema	olid
panema	`pandi
sinna	`sinna
siis	s
jälle	jälle
soola	`soola
ja	ja
sool+vesi	`sool+vesi
üle	üle
ja	ja
ja	ja
ikka	`ikke
seisma	`seisis
seda+moodi	seda+`moodi
aga	aga
see	seed
suits	suetso
lammas	`lamba
reis	reijed
need	need
olema	olid
ikka	`ikke
teine	teis
koht	`kohtas
jälle	jälle
vat	vat
need	neid
enam	änam
ju	juu
soola	`soola
ei	ei
panema	pand
need	ned
olema	olid
ju	ju
kuiv	kuebad
ja	ja
aga	a
need	need
olema	olid
ja	ja
saama	sai
sedasi	sädasi
ema	ema
ikka	`ikke
tegema	tegi
panema	pani
natuke	nattokke
kartuli+supp	kardole+suppi
keetma	`keettis
panema	pani
e	e
ikka	`ikke
see	seda
e	e
see	see
tegema	tegi
palju	paelu
parem	parema
maik	maegu
nagu	nagu
see	sell
aeg	aeal
nagu	nagu
nüüd	nüid
olema	oo
nüüd	nüid
olema	oo
kõik	kõik
ju	ju
teist+moodi	teist+`moodi
jälle	`jälle
ja	ja
tegema	tehasse
ja	ja
jah	jahh
oh	ohh
oh	ohh
mis	miss
kõige	kõige
rohkem	`rohkem
ju	juu
kartul	karduled
olema	olid
ja	ja
puder	pudru
olema	oli
ikka	ikki
ikka	`ikke
keetma	keedetti
ee	ee
see	seda
mis	miss
olema	oli
jahu	jahude
seest	seest
keetma	keedetti
ja	ja
tangu+puder	tangu+pudru
ja	ja
kartuli+puder	kardule+pudru
ja	ja
kuidas	kudas
juhtuma	`juhtus
seda+moodi	seda+`moodi
ja	ja
siin	sii
e	e
kui	kui
mina	maa
siia	`siija
tulema	tulin
siin	sii
olema	oli
see	see
mood	mood'
puder	pudru
keetma	keedetti
väga	väga
palju	paelu
nädal	nädalis
lau+päev	`lauba
õhtu	`õhtu
olema	oli
puder	pudru
esmas+päev	esmaspa
õhtu	`õhtu
olema	oli
puder	pudru
no	no
siis	siis
teisi+päev	teisiba
olema	oli
supp	sup'p
kesk+nädal	`kes+nädali
õhtu	`õhtu
olema	oli
puder	pudru
jälle	`jälle
ja	ja
nelja+päev	nel'laba
ju	juu
olema	oli
ja	ja
tulema	tuli
jälle	`jälle
lau+päev	`lauba
õhtu	`õhta
olema	oli
juba	juba
jälle	`jälle
kolm	kolm
kord	`korda
nädal	nädalis
puder	pudru
jah	jahh
ja	jaa
liha	liha
olema	oli
ka	koa
jah	jahh
jälle	`jälle
jah	jahh
seda+moodi	seda+`moodi
jah	jahh
kapsas	kaapsastega
olema	oli
jälle	jälle
ka	koa
ikka	ikke
nõu	nõu
olema	oli
jah	jah
ja	jaa
jälle	jälle
nõu	nõu
olema	oli
seda+moodi	seda+`moodi
jälle	jälle
mina	muu
kodus	kodu
panema	`pandi
päris	päris
nagu	nagu
puhas	`puhtad
pea	piad
ilusti	ilusti
toorelt	`toorelt
alla	`alla
ja	ja
see	seed
hapnema	`apnesid
ära	ää
ja	ja
siis	siss
kevadel	käbade
olema	oli
päris	päris
ilus	ilosad
nagu	nagu
ja	ja
puhas	`puhtad
olema	olid
jah	jahh
toorelt	`toorelt
jah	jahh
ja	ja
no	no
siis	siss
jälle	jälle
siis	s
nagu	nagu
kui	kui
keema	`keema
saama	sai
tooma	`tuuwa
siis	siss
olema	olid
niuke	`niuksed
kapsas	`kaapsa
leht	lehod
olema	olid
puhas	`puuhtad
ja	ja
seda+moodi	säda+`moodi
hoidma	`oitti
ikka	`ikke
suur	suure
tünn	tünni
sees	sees
neoke	`neokke
olema	oli
jaah	jaahh
kui	kuij
olema	oli
ait	ait
ait	`aittas
ja	jaa
ikka	`ekke
neoke	`neokse
lahtine	`lahtise
koht	`kohtade
peal	pial
seda+moodi	säda+`moodi
ja	ja
jah	jahh
siis	siis
mina	maa
e	e
pidama	pidid
ju	ju
hoolas	oolas
olema	olema
et	et
suvel	sui
kippuma	`kippusid
ju	juu
jälle	jälle
elukas	elukkad
nagu	nagu
e	e
see	selle
aga	aga
iga	iga
kord	`kordas
saama	sai
riie	`riidega
see	see
nõu	nõu
äär	äär
ära	ära
pühkima	`pühkida
ja	ja
ja	ja
ei	ei
olema	olnd
mina	maa
siin	sii
olema	olin
ja	ja
see	see
olema	oli
sügisene	sügisest
pool	poolt
suvi	suid
ikka	ekke
keetma	`keetsin
jälle	jäl
kapsa+supp	`kaapsa+suppi
siit	siit
valla+kirjutaja	valla+kirjuttaea
tulema	tuli
meie	meil
olema	oli
nagu	nagu
veski	`veske
ka	koa
ikka	ekke
väike	`väikke
veski	`veske
ennem	ennem
ikka	`ekke
nagu	nagu
nüüd	nüid
ja	ja
ütlema	`ütleb
et	et
küll	kül
millal	milla
sina	saa
siis	s
juba	juba
kapsas	`kaapsad
ära	ää
hapendama	appendast
vata	vatta
kapsa+supp	`kaapsa+suppil
olema	oo
jälle	jälle
hais	ais
et	et
supp	sup'pi
hais	ais
olema	oo
mina	maa
ütlema	`ütlesin
mina	muul
olema	oo
vana	vanad
kapsas	`kaapsad
alles	alles
ei	ei
mina	muul
olema	põle
uus	`uus'i
veel	veel
ühti	`ühti
mõtlema	`mõtlesin
nii	nii
ilus	ilosad
valge	`valged
pea	piad
olema	oo
ja	ja
oh	oh
olema	olime
see	selle
kirjutaja	kirjuttaea
mamma	mammaga
nagu	nagu
noh	noh
tuttav	`tuttavad
või	või
mina	mina
mõtlema	`mõtsin
meie	meil
olema	olid
valge	`valged
vaang	`vaangad
nagu	nagu
piim	piima
all	all
ja	ja
sedasi	sädasi
ja	ja
võtma	`võtsin
panema	panin
jälle	jälle
need	neid
sinna	`senna
sisse	`sisse
ja	ja
kui	kui
tema	ta
ära	ää
minema	läks
ja	ja
andma	`antsin
tema	`tääle
ja	ja
jah	jahh
koju	koeo
ja	ja
noh	noohh
keetma	`kieetma
saama	saab
vata	vatta
kapsa+supp	`kaapsa+supp
ju	ju
kui	ku
harva	`arba
nagu	nagu
siis	siis
üks	üks
vald	valla
ametnik	ammetnik
olema	oli
nagu	nagu
töö	töös
olema	ond
ja	ja
supp	suppi
hais	ais
minema	lähäb
ju	juu
läbi	läbi
uks	uste
siis	s
ütlema	ütteld
et	et
Järva+Jaan	Järva+Jaan
olema	ond
oma	oma
naine	naise
Liisu	Liisuga
soo	soos
niitma	`niitmas
ja	ja
üe	üe
Jaan	Jaan
ütlema	üttend
Liisu	Liisule
et	et
üks	üks
valge	`valge
riie	riijettega
mees	mees
käima	köis
mina	minu
juures	`juures
ja	ja
käskima	`käskis
mina	mend
kuulutama	kuuluttama
hakkama	akkatta
jah	jahh
e	e
Jaan	Jaan
ja	ja
Liisu	Liisu
Liisu	Liisu
ütlema	`üttelnd
et	et
ja	ja
ei	ei
minema	lähä
meie	me
praegu	paraegu
välja	`väl'la
ühti	`ühti
minema	lähme
õhtu	`õhtu
ei	ei
mina	mina
minema	lähen
praegu	`präegu
ja	ja
olema	oli
Jaan	Jaan
tulema	tund
välja	`väl'la
ja	ja
hakkama	akkand
kuulutama	kuuluttama
ja	ja
ütlema	`ütlend
et	et
mõisnik	`mõisnikkud
saama	saavad
ära	ära
kaotama	`kaottud
mõisnik	`mõisnikkude
tall	tallid
kiskuma	`kistasse
maha	maha
ja	ja
mõisnik	`mõisnikkude
pea	piad
võtma	`võetse
ots	otst
ära	ära
ja	ja
siis	siis
olema	on
ütlema	`ütlend
tule+vanker	tule+`vankred
saama	saavad
sõitma	`sõitma
ja	jaa
teine	teised
inimene	inimest
ütlema	`ütlend
et	et
Jaan	Jaan
olema	onn
rumal	rumal
ei	ei
olema	ole
tarvis	`tarves
tema	ta
jutt	`juttu
kuulatama	kuulattada
tule+vanker	tule+`vankred
saama	saavad
sõitma	`sõitma
tuli	tuli
põletama	põlettab
ju	ju
vanker	`vankrid
ära	ära
aga	aga
ikka	`ikke
tule+vanker	tule+`vankred
saama	saand
sõitma	`sõitma
ja	ja
need+samad	need+sammud
auto	auttud
olema	onn
nüüd	nüüd
need	need
tule+vanker	tule+`vankred
ja	ja
mõisnik	`mõisnikkud
e	e
tall	tal'lid
kiskuma	`kistud
maha	maha
ja	ja
mõisnik	`mõisnikkud
kaotama	kaottatti
ära	ära
jah	jahh
Jaan	Jaan
siis	siis
hakkama	`akkas
mööda	mööda
ilm	`ilma
käima	`köima
ja	ja
kuulutama	kuuluttama
seoke	`seokseid
sama	sammusid
jutt	`juttusid
ja	ja
siis	siss
mõisnik	`mõisnikkud
saama	saand
tema	ta
peale	`piale
väga	vääga
vihane	vihases
ja	ja
pahane	pahasesse
ja	ja
laskma	lasnd
Jaan	`Jaani
peksma	`pieksa
panema	pand
kirik	kirikku
uks	ukse
ette	`ette
rammima	`trammind
suur	suure
palk	palgi
maha	maha
ja	ja
Jaan	Jaanil
panema	`pandud
raud	rauwad
kael	`kaela
ja	ja
olema	`olle
seal	seal
peksma	pieksettud
aga	aga
Jaan	Jaan
kui	kui
peksma	peksettud
saama	saand
siis	siis
Jaan	Jaan
ütlema	üttend
mina	mull
olema	oli
nii	nii
suur	suur
jõud	jõud
et	et
mina	ma
olema	olass
see	selle
post	posti
võima	võind
üles	ülesse
võtma	`võtta
ja	ja
üle	üle
katus	kattuse
vinnama	vinnatta
aga	aga
mina	maa
ei	ei
tahtma	`tahtnud
püha+koda	püha+goda
teotama	`teuttada
ja	ja
siis	siis
viima	`viidud
see	see
pakk	paekk
mis	mes
Jaan	Jaan
üles	ülesse
kirik	kerigu
uks	ukse
suu	suust
tõmbama	tõmmand
need	nende
kaela+raud	kaela+`raudadega
tükkis	`tükkis
kirik	kirikku
tall	talli
ots	`otsa
ja	ja
Jaan	Jaan
ütlema	üttend
siin	sii
olema	on
siis	siis
peksmine	`peksmise
koht	koht
kui	kui
teie	te
tahtma	tahatte
peksma	`peksa
ja	ja
need	neid
vaene	`vaeseid
inimene	inimesi
piinama	piinatta
aga	aga
mitte	`mette
kirik	kirigu
uks	ukse
suu	suus
e	e
ja	ja
ja	ja
no	noo
ega	ega
see	seda
ei	ei
panema	pane
üles	ülesse
mina	minu
isa	isat
ja	ja
ema	emat
olema	ond
kiriku+mõis	kirikku+`mõisas
rentnik	`ren'tniguss
ja	ja
siis	siis
see	see
post	pos't
olema	ond
alles	alles
kirik	kirikku
tall	tal'li
ots	ots
maas	maas
e	e
kael	kaela
raud	rauwad
olema	ond
küljes	`külges
kas	kass
see	seda
ka	kaa
jah	jahh
ja	ja
mina	minu
ema	ema
isa	isa
ja	ja
ema	ema
olema	ond
kiriku+mõis	kirikku+`mõisas
rentnik	`ren'tnikkud
ja	ja
siis	siis
see	see
post	pos't
olema	ond
alles	alles
seal	seal
maas	maas
ja	ja
kaela+raud	kaela+rauwad
olema	ond
küljes	`kül'ges
aga	aga
kiriku+õpetaja	kirikku+õppettaea
Lantsröm	Lantsrööm
olema	on
ütlema	`ütlend
et	et
mõisnik	`mõisnikkud
koristama	koristagu
see	se
post	pos't
ära	ära
nemad	nämad
olema	on
see	selle
siia	`siija
tooma	toond
ja	ja
koristama	koristagu
ära	ära
ka	kaa
siit	siit
e	e
ja	ja
Käblaste	Käblaste
parun	parun
Üks+küla	Üks+küla
laskma	lasnd
oma	oma
kärner	`kärnali
see	selle
post	`posti
ära	ära
tooma	`tuuwa
Käblaste	Käblaste
mõis	`mõisa
ja	ja
Virtsu	`Virtsu
parun	parun
olema	onn
Jaan	Jaanile
sööma	`süija
laskma	lasnd
andma	anda
ja	ja
Jaan	Jaan
olema	on
ütlema	`ütlend
kõik	kõik
mõisnik	`mõisnikkud
saama	saavad
ära	ära
kaotama	`kaottud
ja	ja
mõis	mõesa
tall	tallid
maha	maha
kiskuma	`kistud
ja	ja
mõisnik	`mõisnikkude
pea	piad
saama	saavad
ots	otst
ära	ära
võtma	`võettud
aga	aga
Virtsu	`Virtsu
mõis	mõisa
jääma	jäeb
õitsema	`õitsema
oma	oma
parun	paruniga
ja	ja
siis	siis
parun	parunil
olema	ond
nii	nii
hea	ea
meel	meel
ja	ja
siis	sis
e	e
olema	olle
olema	olle
Järva	Järva
Jaan	Jaanile
väga	väga
suur	suured
kingitus	kingittused
andma	and
ja	ja
ütlema	üttelnd
et	et
prii+pärast	prii+pärast
võima	võitte
teie	teije
Virtsu	`Virtsu
mõis	`mõisas
käima	`köija
ja	ja
mina	mina
andma	annan
teie	teittele
oma	omalt
poolt	poolt
ka	kaa
sööma	`süija
ja	ja
Virtsu	`Vertsu
ee	ee
e	e
sina	sa
vaatama	`vaatta
vana+inimene	vana+inimesel
tulema	tule
ju	ju
naa	naa
õigesti	`õegeste
meel	`meele
mitte	`mette
Virtsu	`Vertsu
teo+mees	teo+mehed
pidama	peavad
teie	`teittele
andma	`anma
mis	miss
nemad	nämad
e	e
sööma	sööbad
see	seda
pidama	`peatte
teie	teije
Jaan	Jaanile
andma	`anma
ja	ja
mina	mina
aitama	`aittan
oma	omalt
poolt	poolt
ligi	ligi
ja	ja
Jaan	Jaan
olema	ond
siis	siiss
ikka	`ikke
juba	joba
vana	vanem
mees	mees
jääma	jäend
Virtsu	Virtsu
mõis	`mõisa
teo+mees	teo+meestele
kartul	`karttult
keetma	`keetma
ja	ja
mõis	mõesa
parun	parun
andma	and
iga	iga
päev	päeb
tema	talle
toop	toobi
piim	`piima
ja	ja
nael	naela
leib	`leiba
kas	kass
kas	kass
sedasi	sedas
nüüd	nüd
see	see
olema	oo
üks	üks
kari	karja
laps	laste
jõuk	jõuk
mina	minu
isa	isa
kutsuma	`kutsus
mina	mind
üks	ühü
lau+päev	`lau+ba
õhtul	`õhta
õu	`õuwe
ja	ja
ütlema	`ütles
tulema	tule
mina	ma
näitama	`näittan
sina	sul
tuli+händ	tuli+`ända
jah	jah
siis	siiss
mina	mina
minema	läksin
õu	`õuwe
ja	ja
Rabara	Rabara
küla	küla
pealt	pält
tuli+händ	tuli+änd
minema	läks
ja	ja
edasi	edasi
ikka	`ikka
olema	oli
vajuma	`vaomas
vajuma	`vaomas
ja	ja
maha	maha
kukkuma	`kukkumas
ja	ja
aga	aga
maha	maha
ei	ei
kukkuma	`kukkund
ja	ja
siis	siis
mina	ma
ütlema	`ütsin
isa	isa
mis	mis
asi	asi
see	see
olema	onn
isa	esa
ütlema	üts
see	see
olema	onn
tuli+händ	tuli+änd
see	see
vedama	vääb
nõid	`nõidadele
vili	`vil'ja
kokku	`kokku
ja	ja
siis	siis
tema	tä
tahtma	`tahtis
ee	ee
e	e-e
siin	sii
e	e
Paimre	`Paimres
olema	oli
üks	üks
Uijeda	Uijeda
talu	talu
ja	ja
tema	ta
tahtma	`tahtis
sealt	sealt
ülalt	ülalt
unk	ongast
sisse	`sesse
minema	`minna
see	selle
koorem	`koormaga
aga	aga
see	se
koorem	koorm
olema	oli
suur	suur
ja	ja
tema	ta
ei	i
mahtuma	`mahtund
sealt	sealt
unk	ongast
sisse	`sesse
mitte	`mette
ja	ja
tema	ta
minema	läks
lõhki	`lõhki
ja	ja
rukis	rukkid
vajuma	`vaosid
maha	maha
aga	aga
see	se
Uijeda	Uijeda
vana+mees	vana+mees
see	see
olema	oli
see	selle
nõid	`nõidade
isa	isa
ja	ja
tema	ta
käima	köis
ise	isi
kangesti	`kangesti
kirik	kirikkus
valge	`valged
püksid	püksüd
olema	olid
jalg	`jalgas
ja	ja
suur	suur
pikk	pikk
must	must
kuub	kuub
olema	oli
selg	`sel'gas
ja	ja
seoke	`seokke
suur	suur
kõrge	`kõrge
e	e
lõsn	lõsnaga
root+kübar	root+kübar
olema	oli
tema	tall
pea	peas
ja	ja
mina	mina
nägema	nägin
ka	kaa
kui	kui
mina	ma
laps	laps
olema	ol'l
see	säda
see	säda
isa	esat
e	e
jah	jahh
ja	ja
ja	jaa
see	see
võtma	võttis
siis	siis
need	neid
tuli+händ	tuli+`ändasid
vastu	`vastu
aga	aga
see+kord	selle+gorra
ei	ei
minema	läind
tema	tal
mitte	`mette
õnn	õnnesse
see	see
tuli+händ	tuli+änd
minema	läks
lõhki	`lõhki
aga	aga
ütlema+ki	`ütleski
et	et
tema	ta
olema	`olle
uus	uuwe
jälle	`jälle
ikka	`ikka
muretsema	muretsend
e	e
e	e-e
oma	oma
nõidus	`nõidusega
ja	ja
kurat	kuratti
abil	abil
nii	nii
jah	jahh
ja	ja
et	et
tema	ta
olema	oli
laskma	lasnd
ikka	`ikka
kokku	`kokku
vedama	vädada
ise	enesele
ja	ja
tema	ta
käima	köind
kangesti	`kangesti
ise	isi
kirik	kirikkus
kui	kui
tulema	tuli
suur	suured
pikk	pikkad
valge	`valged
püksid	püksüd
olema	olid
jalg	`jalgas
pikk	pikk
must	must
kuub	kuub
olema	oli
selg	`sel'gas
ja	ja
ja	ja
minema	läks
koju	koeu
ja	jaa
hakkama	`akkas
siis	siis
ise	enesele
tuli+händ	tuli+`ända
jälle	`jälle
muretsema	muretsema
see	see
minema	läks
küll	küll
lõhki	`lõhki
see+kord	selle+korra
Sõeru	Sõeru
isa	isa
tulema	tuld
püha+päev	pühaba
hommikul	oomikku
kirik	kirikkusse
siin	sii
Mihkli	`Mihkli
kirik	kirikkusse
ja	ja
siis	siss
kaks	kaks
tütar+laps	tüttar+last
need	need
Paka	Pakka
saun	saana
laps	lapsed
need	need
olema	olnd
lammas	`lambus
jah	jahh
kui	kui
äkki	äkkeste
teine	teine
tütar+laps	tüttar+laps
kukkuma	`kukkund
maha	maha
ja	ja
teine	teine
hakkama	akkand
nutma	`nutma
ja	ja
tahtma	tahnd
koju	koeu
jooksma	`joosta
ja	ja
Sõeru	Sõeru
isa	isa
ütlema	üttend
ei	eij
ei	ei
laps	laps
ära	ära
jooksma	joose
ära	ära
jooksma	joose
ootama	`ootta
mina	ma
tulema	tulen
sinna	`senna
ja	ja
tulema	tuld
siis	siis
see	selle
laps	lapse
juurde	`juure
ja	ja
siis	sis
tema	ta
olema	olla
no	noo
kas	kas
mina	ma
nüüd	nüid
hakkama	akkan
rääkima	`rääkkima
ja	ja
tulema	tuld
siis	siis
sinna	`sinna
laps	laste
juurde	`juure
ja	ja
olema	`olle
see	see
teine	teise
see	selle
rabama	rabattud
laps	lapsele
kõrv	kõrva
sisse	`sisse
rääkima	`rääkkind
ja	ja
see	see
laps	laps
ajama	aand
silm	silmad
lahti	`lahti
ja	jaa
teine	teene
pidama	pidand
kodu	kodu
jooksma	`joosma
aga	aga
tema	taa
olema	oll
ütlema	ütlend
tulema	tule
tagasi	tagasi
tulema	tule
tagasi	tagasi
laps	laps
olema	on
terve	terbe
ja	ja
tema	ta
ise	isi
tulema	tuln
Mihkli	`Mihkli
kirik	kirikkusse
mis	mis
see	se
et	et
nüüd	nüid
ajama	aeab
tuba	toa
põlema	põlema
ja	jaa
ema	ema
ütlema	`ütles
ei	ei
kaup+mees	kaup+mes
näitama	`näittas
ja	ja
õpetama	õppettas
kuidas	kudas
meie	me
see	selle
põlema	põlema
panema	paneme
esiti	esitte
ikka	`ikka
väikselt	`väikselt
ja	ja
pärast	pärast
siis	siis
keerama	keerame
suur	suuremasse
ja	ja
Mart	Mar't
olema	oli
õige	õige
vihane	vihane
see	selle
peale	`piale
et	et
nüüd	nüid
ajama	aeab
maja	maea
põlema	põlema
jah	jah
ema	ema
ütlema	üt's
ei	ei
Mart	Mar't
ei	ei
see	sellega
ajama	aea
meie	me
maja	maea
põlema	põlema
ühti	`ühti
see	see
olema	oo
meie	meittel
valgustus	valgustusess
no	noo
ja	ja
siis	siis
suruma	surusid
see	selle
Mart	Mardi
ikka	`ikka
ära	ära
ja	ja
pärast	pärast
Mart	Mar't
saama	sai
aru	aru
küll	küll
et	ett
e	e
see	see
olema	oli
väga	väga
hea	ea
mis	miss
ema	ema
olema	oli
tegema	teind
et	et
ema	ema
see	selle
lamp	lambi
tooma	tõi
tema	tää
saama	sai
ka	kaa
õhtul	`õhta
varem	varemini
magama	magama
ei	eij
olema	old
enam	enam
peerg	`peergu
süütama	süüdatta
ega	ega
peerg	`peergu
lööma	`lüija
mart	mardid
tulema	tulnud
kauge	`kaugelt
maa	maalt
laskma	laske
mart	mardid
tuba	`tuppa
tulema	`tulla
mart	mardid
tulema	tulnud
kauge	`kaugelt
maa	maalt
üle	üle
soo	soo
ja	ja
