masin	masinad
vahel	vahel
ikka	`ikka
natuke	nattuk
siis	siis
olema	oli
vähe	vähä
liha	liha
vana	vanal
aeg	aeal
ega	äga
siis	siis
nii+palju	nii+`bal'lu
olema	pöln
jah	jahh
enne	`enne
olema	oli
püti+või	püt'ti+vöi
ikka	`ikka
pütt	pütt
või+pütt	vöi+pütt
olema	oli
juures	`juures
nüüd	nüid
tahtma	tahettaks
köik	köik
paber	paberisse
panema	`panna
või	vöi
olema	oli
puhas	puhas
pütt	püt'tide
sees	sees
olema	onn
jah	jahh
kodu	kodu
saama	sai
jah	jahh
tegema	`tehtud
piima+pütt	piima+püttid
olema	olid
kõik	keik
rida	rias
meie	meil
siin	siin
kus	kuss
see	se
köök	küök
nüüd	nüd
olema	onn
siis	siis
riiul	riijulid
olema	olid
kõik	keik
sees	sies
kui	ku
mina	ma
siia	`siije
tulema	tulin
ja	ja
nii+sugune	nisust
ümmargune	ümmargust
puu+pütt	puu+püt'tid
olema	olid
kõik	keik
koor	kuor
saama	sai
pealt	pialt
ära	ära
riisuma	riisuttud
ja	ja
või	vöiks
tegema	`tehtud
ohh	ohh
suur	suur
liiva+küna	liiva+küna
olema	oli
siis	siiss
köök	küögi
sein	seina
ääres	`ääres
ja	ja
siis	siiss
see	sielle
sees	sies
olema	oli
nii+sugune	nisukke
peenike	pienikke
puru+liiv	puru+liiv
ja	ja
siis	siiss
panema	`pan'di
see	sellega
hakkama	akkat
see	sellega
küürima	`küirima
et	et
need	need
pidama	piid
kange	`kanged
puhas	`puhtad
olema	olema
siis	siis
panema	`pan'di
aia+teivas	aea+`teivasse
otseti	otsetti
kuivama	`kuivema
kõik	keik
noh	nohh
sedasi	sedasi
olema	oli
meie	meil
siin	siin
mina	mina
ei	i
teadma	tia
mujal	maeal
pere	perettes
olema	oli
sama+moodi	samma+`moodi
ka	koa
siin	siin
meie	meil
olema	oli
Määra	Määra
küla	külas
olema	oid
sugulane	sugulast
seal	sial
üks	üks
Niit	Niidi
pere	pere
seal	sial
mina	minu
vana	vanad
vanemad	vanemade
sugulane	sugulast
käima	käisime
seal	sial
üks+kord	üks+kord
matus	mattusel
mina	maa
olema	oin
kümne+aastane	`kümne+`aastane
puu+lusikas	puu+lusikkadega
kõik	keik
sööma	`süödi
ja	ja
siis	siss
panema	`pan'di
aed	aea
peale	`piale
kuivama	`kuiväma
siis	siis
kui	kui
ära	ära
pesema	`pes'ti
küna	küna
sees	sees
lüpsik	lüpsik
olema	oli
puu	puust
jah	jahh
suur	suur
toru	toru
olema	oli
küljes	`külgis
ja	ja
kadaka+oks	kadakka+oks
panema	`pandi
sisse	`sissi
ja	ja
kurnama	kurnatti
see	sennest
läbi	läbi
ei	ei
pidama	pidan
kinni	`kinni
aga	aga
nägema	nää
seal	sial
tema	ta
olema	oli
see	sie
olema	oli
nii+sugune	nisukke
mina	minu
lapse+põlv	lapse+bölve
aeg	aeg
pärast	pärast
hakkama	`akkas
parem	paremaks
minema	minem
ohh	ohh
juudas	`juudes
ootama	`otta
mis+moodi	miss+mood
see	see
kutsuma	kutsutti
ei	ei
mäletama	määletta
mina	maa
mäletama	määletta
enam	änam
mis+moodi	miss+`moodi
jah	jahh
see	see
tegema	`tehti
kõik	keik
pihu	pihud
võtma	`vöötti
kõik	keik
seest	siest
välja	`väl'la
puhas	`puhtaks
tegema	`tehti
jah	jahh
kui	ku
seal	sial
miski	midagi
juhtuma	`juhtus
sees	sies
olema	olema
või	vöi
olema	oli
sina	sull
kuskil	`kus'kil
kauss	kausi
sees	sies
siis	siis
hakkama	akkatti
tema	teda
tõmbama	`tömmam
teine	teise
äär	`ääre
ja	ja
siis	siiss
seda+moodi	seda+modi
nuga	`nuaga
siis	siiss
võtma	`vöötti
võtma	`vöetti
välja	`väl'la
mis	miss
sealt	sialt
seest	siest
leidma	`leitti
siis	sis
kord	kord
nädal	nädalis
keetma	keedetti
puder	pudru
üks+kord	üks+kord
tang	`tanguga
teine+kord	teene+kord
jahu	jahu
kolmas	kolmas
kord	kord
kartul	kardule
ja	ja
tang	`tanguga
seda+moodi	seda+moodi
olema	oli
ikka	`ikka
päev	pääva
takka	`takka
olema	oli
puder	pudru
need	need
olema	oid
ootama	otta
esmas+päev	esmas+pää
ja	ja
kesk+nädal	kesk+nädal
ja	ja
laupäev	`lauba
olema	olid
pudru+päev	pudru+päävad
siis	siiss
keetma	kedetti
kapsa+supp	`kapsta+`suppi
kui	kui
talvel	`talve
olema	oli
sinna	`sinna
juurde	`juure
jaa	jaa
hapu+kapsa+supp	appu+`kapsta+`suppi
siis	siis
olema	oid
supi+päev	suppi+päävad
jah	jahh
piima+supp	piima+`suppi
tegema	`tehti
kartul	karduled
koorima	kooritti
ära	ära
ja	ja
panema	`pan'di
keema	`kiema
siis	siss
ja	ja
siis	siis
laskma	`las'ti
jahu	jahu
peale	`piale
ja	ja
piim	piim
peale	`piale
siis	siiss
tang	tangu
ja	ja
kartul	kardulast
keetma	keedetti
ka	kaa
klimp	`klimppisi
tegema	`tehti
ka	kaa
vahel	vahel
sisse	`sisse
ja	ja
jah	jahh
kala	kala
saama	sai
palju	`pal'lu
Paldiski	Paldiskis
olema	oli
seal	sial
üks	üks
Treigoti+nimeline	`Treigotti+nimelene
see	sellel
olema	oli
suur	suur
kala+ait	kala+ait
seal	sial
mina	mina
teadma	tia
kus	kus
tema	ta
need	need
kõik	keik
tooma	töi
sealt	sialt
saama	sai
tooma	`toodud
vahel	vahel
heeringas	ieringaid
ja	ja
siis	siiss
kilu	kilu
saama	sai
soolama	soolattud
nii+palju	nii+`bal'lu
sisse	`sissi
kohe	kohe
et	ett
et	ett
ja	ja
saama	sai
Paldiski	Paldiskist
käima	`keidud
tooma	`toomes
sadam	sadamast
sealt	sialt
värske	`värskid
kohe	kohe
jah	jahh
ja	ja
siis	siss
panema	`pan'di
sool	`suola
silk	`silkku
jaa	jaa
või	vöi
räim	`räimid
mis	mis
need	neid
hüüdma	`üittaks
ja	ja
kilu	kilu
ka	kaa
vorst	`vorsti
tegema	`tehti
jaa	jaa
ja	ja
siis	siis
tapma	tappetti
see	seks
aeg	aeaks
siga	siga
ka	koo
ära	ää
lammas	lamma
lammas	`lammaid
tapma	tappetti
enne	ennem
palju	`pal'lu
pidama	`pietti
ikka	`ikka
lammas	`lammaid
rohkem	`rohkem
siis	siis
suitsetama	suitsettadi
ära	ära
kui	kui
soolane	soolaseks
saama	sai
panema	`pan'di
sool	`soola
ja	ja
keetma	keedetti
suitsu+liha	suitsu+lihast
liha	liha
ja	ja
kartul	kardulest
ja	ja
kaalikas	kaalikkaid
ja	ja
ei	ei
naeris	`naireid
see	sie
aeg	aeg
ei	ei
üldse	`ültsi
ei	ei
olema	old
see	seda
mina	ma
ei	ei
teadma	tia
kas	kass
need	neid
see	sell
aeg	aeal
ei	ei
olema+ki	`oldgi
vist	vist
tegema	`tehti
tang	tangud
jahvatama	jahvattadi
veski	`veskis
ära	ära
ja	ja
või	vöi
oder	odrad
e	e
jah	jahh
kes	kiss
olema	oli
suurem	suuremad
ja	ja
rikkam	`rikkamad
tahtma	`tahtsid
ikka	`ikka
kruup	`kruuppisi
saama	`saada
aga	aga
vaesem	`vaesemad
inimene	inimesed
need	nied
sööma	söid
tang	`tangu
mina	maa
pidama	pian
hakkama	`akkama
rääkima	`rääkkima
siis	sis
nojah	nojahh
mina	mina
hakkama	`aksin
kool	`koolis
käima	`käima
kui	kui
olema	olin
kümme	kümme
aasta	`aastad
vana	vana
see	sell
aeg	aal
kooli+õpetaja	kooli+õppettaja
nimi	nimi
olema	oli
Jaan	Jaan
Pea	Pia
Saare+maa	Saare+ma
mees	mies
olema	oli
noor	nuor
mees	mies
olema	oli
alles	alles
kaks+kümmend	kaks+kümmend
kaks	kaks
aasta	`aastad
vana	vana
ja	ja
eks	eks
vuntsid	vun'sid
olema	olid
ka	kaa
juba	juba
nina	nina
all	all
muidu	muidu
olema	oli
väga	väga
e	e
hea	ia
mees	mies
aga	aga
niuke	nihukke
usklik	`usklik
mees	mies
olema	oli
ikka	`ikka
see	sell
aeg	aeal
ja	ja
siis	siis
noh	nohh
kõige	kõige
rohkem	`rohkem
olema	onn
mina	mull
meel	`mieles
esimene	esimene
esimene	esimene
klass	klas'si
esimene	esimine
aasta	`aasta
jah	jahh
noh	nohh
kolm	kolm
aasta	`aastad
saama	sai
käima	`käidud
kolm	kolm
talv	talvet
need	need
teine	tesed
ei	ei
olema	ole
nii	nii
hästi	`iasti
enam	änam
meel	`meeles
aga	aga
mõni	möned
üksik	üksikkud
juhtum	`juhtumid
olema	onn
aga	aga
siis	siss
noh	nohh
no	noo
see	see
kool	`koolis
käimine	`käimen
ikka	`ikka
eh	ehh
pool	pool
tee	teed
olema	oli
pea+aegu	pia+`aegu
lage	lage
aga	aga
siis	siiss
kui	kui
meie	me
saama	saeme
mets	metsa
vahel	vahel
siis	siis
e	e
see	see
kooli+maja	kooli+maea
asuma	asus
männi+mets	männa+metsas
meie	meilt
kottu	`kottu
olema	oli
umbes	`ummess
e	e
kaks	kaks
ja	ja
pool	pool
kilo+meeter	kilu+`meetred
või	vöi
no	noo
mõni+kord	möni+gord
olema	oli
tuisk	`tuiskus
jaa	jaa
ja	ja
talvel	`talve
tuiskama	`tuiskas
jaa	jaa
ja	ja
paha	pahad
ilm	ilmad
olema	olid
aga	aga
noh	nohh
kodu	kodu
olema	oli
riid	`riidu
see	sellega
tahtma	tahetti
ikka	`ikka
pidama	pidim
palitu	palittud
selg	`selga
panema	panema
aga	aga
siis	ses
laps	lapsed
tahtma	`tahtsid
ikka	`ikka
nii+sama	nii+sama
väike	`väikse
riie	`riidega
ikka	`ikka
see	sellega
olema	oli
iga+kord	iga+gord
suur	suur
tüli	tüli
et	et
e	e
tuisk	tuisust
ja	ja
torm	tormist
läbi	läbi
ei	ei
see	see
takistama	takkistan
keegi	kedagi
mets	mets
saama	saeme
mets	metsa
vahele	vahele
siis	siis
olema	oli
nii	nii
tore	tore
olema	`olla
et	ett
mets	mets
mühisema	mühises
ja	ja
kohisema	kohises
vahest	vahest
kui	ku
üsna	üsna
paha	paha
ilm	ilm
olema	oli
siis	siis
tooma	`toodi
hobune	obusega
mõni+kord	möni+kord
ja	ja
siis	siiss
kui	ku
kulgema	`kulges
see	see
kooli+aeg	kooli+aeg
jah	jahh
õpetus	öppettus
olema	oli
peamiselt	`piamiselt
no	noo
kaks	kaks
kord	`korda
nädal	nädalis
olema	oli
usu+õpetus	usu+öppettuse
tund	tun'nid
noh	nohh
seal	sial
pidama	pidi
piibli+lugu	`piible+lugu
ja	ja
katekismus	kat'tegismust
ja	ja
ja	ja
siis	s
geograafia	kiugraafia
olema	oli
vist	vist
iga	iga
mina	maa
ei	ei
mäletama	mäletta
hästi	`iasti
olema	oli
see	se
iga	iga
päev	pää
geograafia	kiugraahvia
ehk	ehk
maade+teadus	maade+`tiadus
see	see
olema	oli
Vene	vene
keel	`keeles
ja	ja
rehkendus	rehkendus
ehk	ehk
matemaatik	mattemaattik
kuidas	kudas
nüüd	nüid
ütlema	`ööldaks
see	see
olema	oli
ka	koa
Vene	vene
keel	`keeles
muu	muud
aine	`ained
olema	olid
ikka	ikk
Eesti	eesti
keel	`keeles
ja	ja
siis	siis
e	e
ilu+kirjandus	ilu+girjandus
olema	oli
vihik	vihud
olema	olid
nii+sugune	nihust
kahe+kordne	kahe+`gortse
liin	liinidega
sinna	`sinna
vahele	vahel
saama	sai
kirjutama	kirjuttud
see	see
ütlema	`üitti
ilu+kirjandus	ilu+girjandus
või	vöi
ja	ja
siis	siis
teine	teised
olema	olid
jälle	`jälle
ühe+kordne	öhö+`gortse
liin	liini
üks	öhe
liin	liinidega
teine	teised
vihik	vihud
siis	siis
ikka	ikk
juba	juba
tint	tindi
ja	ja
no	no
esimene	esimene
esimene	esimine
aasta	`aasta
ikka	`ikka
saama	sai
krihvel	`krihvli
ja	ja
tahvel	`tahvliga
tahvel	`tahvle
peal	pial
ikka	`ikka
kirjutama	kirjuttud
krihvel	`krihvliga
aa	aa
siis	siiss
andma	`antti
ikka	`ikka
vihik	vihud
juba	juba
siis	siiss
saama	sai
ikka	`ikka
sulg	sule
ja	ja
tint	tindiga
ka	kaa
ikka	`ikka
kirjutama	kirjuttud
nii	nii
et	ett
kirjutamine	kirjuttamene
olema	oli
ikka	`ikka
see	sell
aeg	aal
juba	juba
selge	`selge
ja	ja
lugemine	lugemene
ka	kaa
päris	päris
selge	`selge
ja	ja
üks+kord	üks+kord
üks	üks
olema	oli
pea	pias
ja	ja
siis	ss
sedasi	seasi
nii+moodi	nii+`moodi
see	see
kooli+aeg	kooli+aeg
kulgema	`kulges
jah	jahh
kolm	kolm
klass	`klas'si
saama	sai
läbi	läbi
ja	ja
ja	ja
olema+ki	oligi
see	sellega
see	siee
olema	oli
no	no
pea+aegu	pia+`aegu
see	see
kooli+maja	kooli+maea
olema	oli
nagu	nagu
harilik	arilik
e	e
nagu	nagu
harilik	arilik
siin	siin
elu+maja	elu+maead
olema	olid
talu	talude
elu+maja	elu+maead
olema	oid
rehe+tuba	rehe+duba
ja	ja
siis	siss
ja	ja
teine	teene
tuba	tuba
seal	sial
ots	`otsas
see	sie
olema	oli
kool	kooli
klass	klas's
üks	üks
väike	väikke
tuba	tuba
olema	oli
ega	ega
see	sell
aeg	aeal
olema	oli
olema	oli
ruum	`ruumi
küll	küll
seal	sial
kaks+kümmend	`kaksmend
kaheksa	kaheksa
õpilane	öppilast
olema	oli
aga	aga
pärast	pärast
hiljem	il'jem
seal	sial
saama	sai
käima	`käidud
siis	siis
paistma	`paistis
tema	ta
nii	nii
pisike	pisikke
olema	olevad
et	ett
ja	ja
ja	ja
siis	siss
rehe+tuba	rehe+tuas
olema	oli
ahi	ahi
ahju+suu	ahju+suu
olema	oli
rehe+tuba	rehe+tuas
siis	siis
kaks	kaks
poiss	`poissi
ka	kaa
vähe	vähä
kütma	`kütsid
ahi	`ahju
hagu	`aodega
siis	siis
ikka	ikk
lapse+vanem	`lapse+vanemad
pidama	piid
viima	`viima
hagu	agu
iga+üks	iga+üks
kooli+maja	kooli+maeas
teatud	`tiattud
jagu	jägu
ja	ja
siis	siis
e	e
kaks	kaks
poiss	`poissi
kütma	`kütsid
ahi	`ahju
lõuna	löuna
ajal	aal
siis	siis
teine	tene
vanem	vanema
klass	klas'sist
teine	tene
noorem	noorema
klass	klas'sist
muidugi	mud'ugi
see	siee
kütmine	`kütmene
jääma	jäi
hiljemaks	il'lemaks
klassi+tund	klas'si+dunnid
olema	olid
enne	`enne
peale	`piale
hakkama	akkan
juba	juba
siis	siiss
vat	vatt
eks	eks
poisike	poisikkest
olema	ole
ikka	`ikka
koer	koerad
ka	koa
küll	küll
koerus	`koerust
täis	täis
pesema	pesime
seal	sial
silm	`silmi
peale	`piale
ahju+kütt	ahju+`kütti
ja	ja
tüdruk	tüdrukkude
valge	`valged
rätik	rät'tikkud
ja	ja
sall	sal'lid
olema	olid
seal	sial
rippuma	`rippusid
eh	eh
kuivatama	kuevatsime
need	nende
peal	pial
ära	ära
eh	eh
jah	jahh
need	ned
koerus+tükk	`koerus+tükkid
olema	ole
ikka	ikka
olema	ole
ikka	ikka
ka	kaa
meel	`mieles
küll	küll
ja	ja
siis	siss
seal	sial
kooli+maja	kooli+maea
kooli+maja	kooli+maeast
lõuna	`löuna
pool	pool
aed	aedade
taga	taga
ütlema	`üitti
Põlesma	Pölesma
loik	loik
suur	suur
pikk	pikk
loik	loik
olema	oli
talvel	`talve
olema	oli
seal	sial
jää	jää
peal	pial
jää	jääd
ja	ja
siis	siis
vahest	vahest
olema	oli
sula	sula
ilm	ilm
seal	sial
umbes	`ummes
kesk+säär	kesk+säärest
vesi	vett
siis	siiss
kui	ku
vali	vali
tuul	tuul
olema	oli
lõuna+aeg	löuna+aeg
poiss	poisid
tegema	teit
e	e
kuue+hõlm	kuuwe+ölmad
lahti	`lahti
jaa	jaa
ja	ja
siis	siss
tuul	tuul
viima	viis
edasi	edasi
ikka	ikka
noh	nohh
pastel	`pastledega
saama	sai
enamasti	änamiste
kool	`koolis
käima	`käidud
vähe	vähe
harva	`arva
kui	kui
need	neid
saabas	`saappaid
olema	oli
ikka	`ikka
pastel	pasteldega
ka	kaa
vesi	vie
sees	sies
seal	sial
ja	ja
olema	pöln
keegi	kedagi
õhtu	`öhtuni
olema	oli
jalg	jalad
märg	märjad
ei	ei
see	sie
tegema	tein
tegema	tein
köha	köha
ega	ega
mitte	`mitte
miski	midagi
ja	ja
siis	siis
ikka	`ikka
minema	läksime
sealt	sialt
sealt	sialt
ringi	`ringi
sealt	sialt
käima	käis
üks	üks
ütlema	`üitti
Nirg+oja	Nirg+oea
soon	suon
minema	läks
sealt	sialt
metsa+takka	metsa+`dakka
ringi	`ringi
ja	ja
siis	siiss
see	sie
siis	siiss
tee	tie
peal	pial
olema	oli
trumm	trumm
no	noo
tüdruk	tüdrukkud
ja	ja
poiss	poisid
ka	kaa
ikka	`ikka
tahtma	`tahtsime
sealt	sialt
ringi	`ringi
minema	`minna
ikka	`ikka
sealt	sialt
jää	jää
pealt	pialt
aga	aga
kooli+õpetaja	kooli+öppetta
ei	ei
ei	ei
olema	pöln
see	sellega
hästi	`iasti
tema	ta
üks+kord	üks+kord
tulema	tuli
vastu	`vastu
sinna	`sinna
Nirg+oja	Nirg+oja
trumm	trummi
juures	juures
meie	mee
olema	oli
juba	juba
ootama	`uottas
seal	sial
meie	mee
tulema	tulime
kange	`kange
kisa	kisa
ja	ja
kära	käraga
sealt	sialt
no	noo
laps	lapsed
ikka	`ikka
kisama	kisavad
ja	ja
kärama	käravad
see	siee
ei	ei
meeldima	`meeldin
tema	tal
hästi	`iasti
üks+kord	üks+kord
olema	oli
niisuke	nisukke
koerus+tükk	`koerus+tükk
jälle	`jälle
minema	läksim
trumm	trummi
peal	pial
ette	`ette
poiss	poisid
kaks	kahe
kolmekesi	kolmegesi
ei	ei
tahtma	taht
tüdruk	tüdrukkud
läbi	läbi
laskma	`lasta
tüdruk	tüdrukkud
oma+ette	oma+`ette
ka	kaa
kange	`kanged
jaa	jaa
ei	ei
kippuma+ki	`kippungi
sealt	sialt
trumm	trummi
pealt	pialt
läbi	läbi
jooksma	`jooksit
sealt	sialt
soon	suonest
läbi	läbi
seal	sial
vahele	vahel
palju	`pal'lu
vesi	vett
ei	ei
olema	oln
jalg	jalad
nemad	naad
saama	said
muidugi	mudugi
natuke	nattukke
märg	märjaks
ja	ja
keegi	`kiegi
jälle	`jälle
kaebama	`kaevas
pärast	pärast
kool	kooli
kaebama	`kaebas
kooli+õpetaja	kooli+öppettajale
ja	ja
siis	siss
need	need
poiss	poisid
olema	olime
jah	jah
kaks	kaks
nädal	nädalid
iga	iga
õhtu	`öhtu
peale	`piale
peale	`piale
pool	puol
tund	`tun'di
peale	`piale
kaks	kaks
nädal	nädalid
peale	`piale
teine	`teisu
see	selle
trahv	trahviks
no	no
jaa	jaa
niisuke	nisukst
lume+sõda	lume+söda
saama	sai
pidama	`piettud
kui	kui
sula	sula
lumi	lumi
olema	oli
aga	a
kooli+õpetaja	kooli+öppetta
ise	ise
ka	kaa
vahest	vahest
kamp	`kamppas
tegema	tegim
suur	suured
kindlus	`kindluseid
jaa	jaa
juhatama	juhattas
siis	siss
see	seda
e	e
sõdimine	södimist
ja	ja
siis	siiss
e	e
mõni	möni
vanem	vanem
poiss	poiss
olema	oli
jälle	`jälle
teine	teise
pool	poole
peal	pial
juhatama	juhattamas
niisuke	nisukst
ja	ja
e	e
ise	ise
niisuke	nisukst
üksik	üksikkud
juhtum	`juhtumed
olema	on
meel	`mieles
veel	veel
ja	ja
ikka	`ikka
tulema	tuleb
see	see
see	see
koeruse+tükk	`koeruse+dükkid
ikka	ikka
rohkem	`rohkem
jälle	jälle
pidama	pidasime
lume+sõda	lume+söda
üks+kord	üks+kord
ja	ja
mina	mina
panema	panin
üks	öhö
kivi+kild	kivi+killu
panema	panin
see	selle
lume+pall	lume+bal'li
sisse	`sisse
ja	ja
minema	läks
üks	öhö
poiss	poisil
vastu	`vastu
kõrv	`körvu
jaa	jaa
poiss	poisi
kõrv	körv
olema	oli
verine	verine
ikka	ikka
niisuke	nisukke
niuke	niukke
pahandus	pahandus
kippuma	kippub
ikka	`ikka
sisse	`sisse
nii+moodi	nii+`moodi
olema	oli
jah	jahh
ja	ja
kooli+aeg	kooli+aeg
olema	oli
läbi	läbi
ja	ja
siis	sist
siis	siiss
mõni	möned
aasta	`aastad
nii+sama	ni+samma
siis	siis
juba	juba
saama	sai
leer	`lieri
minema	`mindud
ja	ja
ja	ja
siis	siiss
kui	ku
sina	sa
ikka	`ikka
leer	`lierin
mees	mies
olema	oled
ja	ja
siis	siis
olema	olid
juba	juba
siis	siis
olema	olid
ikka	`ikka
täitsa	täitsa
mees	mies
juba	juba
ennem	ennem
leerimine	`lierimist
pidama	`pietti
ikka	`ikka
rohkem	`rohkem
nii	nii
poisike	poisikkeseks
noh	nohh
kool	koolist
nii+palju	nii+`bal'lu
siis	siis
pudel	pudeliga
olema	oli
vahest	vahest
kui	kui
olema	oli
piim	`piima
olema	oli
talvel	`talve
pudel	pudeliga
piim	`piima
võtma	`vöötti
noh	nohh
sorokovka	sorukkohvka
või	vöi
vahest	vahest
olema	oli
mõni	mönel
tee	tied
ja	ja
mõni	mönel
kohv	`kohvi
ja	ja
vahest	vahest
olema	oli
liha	liha
esmas+päev	esmas+pä
hommiku	omikku
enamasti	änamasti
kui	ku
püha+päeva	pühava
olema	oli
kapsa+supp	`kapsa+suppi
siis	siis
sia+liha	sia+liha
kild	killud
olema	olid
vahest	vahest
leib	leiva
vahel	vahel
või+leib	vöi+`leiba
ja	ja
hariduse+kool	ariduse+kuol
ütlema	`öötti
jah	jahh
hariduse+kool	ariduse+kool
olema	oli
tema	ta
nimi	nimi
ja	ja
kooli+õpetaja	kooli+öpetta
olema	oli
Liimo	Liimo
mis	mis
tema	ta
ees+nimi	ies+nimi
mäletama	mäletta
tõesti	`töösti
ei	ei
mäletama	määletta
mees	mies
see	se
olema	oli
ja	ja
siis	sis
jah	jah
ja	ja
see	selle
kool	kooliga
kes	kess
see	selle
läbi	läbi
tegema	teid
siis	siiss
saama	said
juba	juba
natuke	nattukke
saama	said
juba	juba
valla	valla
just+kui	`üsku
kuskil	`kuskil
kooli+õpetaja	kooli+öppettaks
saama	sai
see	selle
haridus	aridusega
juba	juba
tema	taa
olema	oli
mina	ma
ei	i
teadma	tia
ikka	`ikka
nii	ni
mõni	möned
aasta	`aastad
olema	oli
siin	siin
hiljem	il'lem
pärast	pärast
olema	oli
seal	sial
Riidika	Riidekkil
siin	sin
see	sie
kool	kuool
pärast	pärast
olema	oli
jah	jahh
pärast	pärast
olema	oli
nais+õpetaja	nais+öppettaea
e	e
algus	`alguses
ei	ei
olema	old
aga	aga
hiljem	il'lem
tulema	tuli
siis	siis
kes	kis
see	se
kõige	keige
esimene	esimene
olema	oli
see	see
Valter	`Valtter
olema	oli
see	selle
pärast	pärast
olema	oli
Lille	Lille
ah+soo	ah+soo
soo	soo
e	e
nii+et	nii+et
see	sie
jah	jahh
e	e
Liima	Liima
või	vöi
noh	nohh
tema	ta
võtma	`vöt'tis
oma	oma
kool	kooli
see	sie
Umbaed	`Ummaea
Ilda	Ilda
olema	oli
tema	ta
kool	kooli
e	e
kooli+õpilane	kooli+öppilane
ja	ja
pärast	pärast
abielluma	abiellus
see	sellega
see	se
Ilda	Ilda
Wraager	`Wraager
mina	ma
ei	i
mäletama	mäletta
mitu	mittu
aasta	`aastad
see	sie
olema	oli
ikka	`ikka
mitu	mittu
aasta	`aastad
siin	siin
siis	sis
kui	kui
tema	ta
kas	kass
Kõrge+mäe	`Körgema
Ärni	Ärni
vist	vist
käima	käis
ka	kaa
veel	veel
seal	sial
Rand	Ranna
Juuli	Juuli
vist	vist
olema	oli
ja	ja
ah	ahh
jah	jahh
Sõstar	`Söstre
Neti	Net'ti
ka	kaa
ja	ja
jaa	jaa
ja	ja
nii	nii
et	et
tema	ta
olema	oli
ikka	`ikka
jah	jahh
ikka	`ikka
mitu	mittu
mitu	mittu
aasta	`aastad
ja	ja
siis	siis
hiljem	il'lem
minema	läks
minema	läks
siit	siit
eemale	`iemale
jah	jahh
üks	üks
neli	neli
kilo+meeter	kilu+`meetred
või	vöi
viis	viis
palju	`pal'lu
see	se
Riidika	Riidekkil
olema	onn
tema	ta
hiljem	il'lem
olema	oli
seal	sial
aga	aga
mina	ma
ei	ei
mäletama	mäletta
mina	maa
ei	i
mäletama	määletta
kaua	kauwa
tema	ta
siis	siis
seal	sial
kestma	`kes'tis
see	se
kool	kool
kiik	kiiged
ikka	`ikka
kiik	kiigede
juures	`juures
seal	sial
ja	ja
siis	ss
noh	nohh
muidugi	muidugi
lõõtsa+pill	lõõtsa+pil'lid
olema	olid
ikka	`ikka
see	se
see	selle
järel	järel
tantsima	tan'sitti
ja	ja
ring+mäng	ring+`mängusi
ja	ja
ja	ja
siis	siis
kõige	keige
kõige	keige
hullem	ullem
olema	oli
püha+päev	pühabä
õhtu	`öhtud
kui	kui
noh	nohh
pool	pool
öö	ööd
minema	läks
ikka	`ikka
ära	ära
tublisti	tublisti
aga	aga
siis	siis
esmas+päev	esmas+pä
olema	oli
see	see
rehe+peksmine	rehe+`peksmene
käima	käis
see	se
rehe+peks	rehe+beks
kõige	keige
hullem	ullem
pidama	pidi
vara	vara
üles	üles
tõusma	`töusma
jo	jo
kell	kella
neli	nel'la
viis	viijest
ikka	`ikka
he	he
ikke	`ikke
iga	iga
esmas+päev	esmas+pä
hommiku	omikku
olema	oli
see	see
rehi	rehi
see	see
tegema	tegi
kõige	keige
rohkem	`rohkem
meel	meele
paha	pahaks
ja	ja
siis	siis
jälle	`jälle
noh	nohh
saama	sai
ütlema	`ööldud
küll	küll
et	ett
ega	ega
ei	ei
minema	lähä
enam	anam
teine	teine
õhtu	`öhta
aga	aga
olema	oli
see	sie
möödas	`möödas
siis	siss
juba	juba
saama	sai
jälle	`jälle
minema	`mindud
jälle	`jälle
unustama	unustud
noh	nohh
ega	ega
siis	siis
muu	muud
peamiselt	`piamiselt
jah	jahh
no	no
sõnniku+talgud	sönikku+`talgud
olema	olid
ikka	`ikka
see	sell
aeg	aal
kõige	keige
lõbusam	löbusamad
asi	as'sad
sui	sui
nii	ni
kevad	kevadest
enne	`enne
heina+aeg	eena+`aega
iga	iga
pere	peres
enamasti	änamesti
vedama	`vietti
talgud	`talgudega
sõnnik	sönikku
välja	`väl'la
siis	siiss
e	e
ikka	`ikka
siis	siiss
mitu	`mitme
pere	pere
hobune	obused
ja	ja
inimene	inimest
koos	kuos
ja	ja
naiste+rahvas	naeste+rahva
pere	pere
siis	s
laotama	`laottasid
põld	pöllal
sõnnik	sönikku
laiali	laijali
enamasti	änamasti
tüdruk	tüdrukkud
ikka	`ikka
siis	siis
õhtu	`öhtu
saama	sai
siis	siis
seal	sial
kastma	kastettud
vesi	`viega
ja	ja
niisuke	nisukst
nali	`nal'la
tegema	`tehtud
ja	ja
pärast	pärast
olema	oli
siis	siis
jälle	`jälle
tants	tants
ja	ja
pilli+mäng	pilli+mäng
ja	ja
kui	kui
veel	veel
laupäev	`laubä
õhtu	`öhtu
laupäev	`laubä
juhtuma	`juhtus
olema	olema
talgud	`talgud
siis	siis
lau+päev	`lau+bäv
minema	läks
pea+aegu	`piagu
hommik	omikkuni
välja	`väl'la
õhtu	`öhtu
hommik	omikkuni
välja	`väl'la
ja	ja
noh	nohh
töö+päev	`tööbä
õhtu	`öhtud
ei	ei
saama	saan
nii+kaua	nii+gauwa
ikka	`ikka
olema	`olla
siis	siis
olema	olid
teine	tese
pere	peres
jälle	jälle
